amfi_code,date,nav
100001,2021-06-10,134.1679
100001,2021-06-11,137.0449
100001,2021-06-14,136.8492
100001,2021-06-15,137.9248
100001,2021-06-16,137.7876
100001,2021-06-17,135.3342
100001,2021-06-18,133.609
100001,2021-06-21,136.0
100001,2021-06-22,136.7017
100001,2021-06-23,136.5796
100001,2021-06-24,133.6713
100001,2021-06-25,135.4089
100001,2021-06-28,130.2821
100001,2021-06-29,129.7706
100001,2021-06-30,130.878
100001,2021-07-01,131.4312
100001,2021-07-02,132.8708
100001,2021-07-05,134.2642
100001,2021-07-06,137.3048
100001,2021-07-07,137.4976
100001,2021-07-08,136.2692
100001,2021-07-09,136.5919
100001,2021-07-12,135.8714
100001,2021-07-13,135.9734
100001,2021-07-14,135.2019
100001,2021-07-15,134.1915
100001,2021-07-16,133.6865
100001,2021-07-19,137.1003
100001,2021-07-20,135.9525
100001,2021-07-21,135.3981
100001,2021-07-22,137.991
100001,2021-07-23,139.8226
100001,2021-07-26,136.3887
100001,2021-07-27,138.963
100001,2021-07-28,140.8914
100001,2021-07-29,142.9183
100001,2021-07-30,146.5775
100001,2021-08-02,151.3199
100001,2021-08-03,151.6533
100001,2021-08-04,152.639
100001,2021-08-05,155.0566
100001,2021-08-06,157.3212
100001,2021-08-09,161.2717
100001,2021-08-10,161.238
100001,2021-08-11,161.1958
100001,2021-08-12,163.4904
100001,2021-08-13,165.5727
100001,2021-08-16,164.862
100001,2021-08-17,165.7517
100001,2021-08-18,169.4158
100001,2021-08-19,166.8432
100001,2021-08-20,165.1812
100001,2021-08-23,164.1633
100001,2021-08-24,166.4379
100001,2021-08-25,167.5304
100001,2021-08-26,169.808
100001,2021-08-27,170.1762
100001,2021-08-30,168.8625
100001,2021-08-31,168.5682
100001,2021-09-01,165.637
100001,2021-09-02,165.6269
100001,2021-09-03,164.6589
100001,2021-09-06,166.1654
100001,2021-09-07,163.4154
100001,2021-09-08,162.0091
100001,2021-09-09,165.6289
100001,2021-09-10,162.182
100001,2021-09-13,163.0224
100001,2021-09-14,160.9496
100001,2021-09-15,161.8487
100001,2021-09-16,162.4662
100001,2021-09-17,166.0292
100001,2021-09-20,164.0041
100001,2021-09-21,161.3445
100001,2021-09-22,166.6534
100001,2021-09-23,168.8779
100001,2021-09-24,169.9062
100001,2021-09-27,172.0963
100001,2021-09-28,172.4486
100001,2021-09-29,173.4772
100001,2021-09-30,177.4642
100001,2021-10-01,175.5427
100001,2021-10-04,175.508
100001,2021-10-05,171.3268
100001,2021-10-06,168.2619
100001,2021-10-07,170.9756
100001,2021-10-08,169.4738
100001,2021-10-11,168.118
100001,2021-10-12,171.2258
100001,2021-10-13,167.7745
100001,2021-10-14,168.3742
100001,2021-10-15,170.9773
100001,2021-10-18,172.0749
100001,2021-10-19,172.9681
100001,2021-10-20,169.9424
100001,2021-10-21,172.9203
100001,2021-10-22,171.3116
100001,2021-10-25,170.5099
100001,2021-10-26,170.4973
100001,2021-10-27,176.7442
100001,2021-10-28,176.8478
100001,2021-10-29,178.9374
100001,2021-11-01,175.5226
100001,2021-11-02,173.8608
100001,2021-11-03,171.2834
100001,2021-11-04,171.7553
100001,2021-11-05,172.0431
100001,2021-11-08,174.3478
100001,2021-11-09,172.9839
100001,2021-11-10,172.5418
100001,2021-11-11,172.8385
100001,2021-11-12,180.3359
100001,2021-11-15,181.0893
100001,2021-11-16,186.0923
100001,2021-11-17,185.1425
100001,2021-11-18,187.5019
100001,2021-11-19,189.5521
100001,2021-11-22,193.9335
100001,2021-11-23,186.5594
100001,2021-11-24,186.8048
100001,2021-11-25,189.8004
100001,2021-11-26,192.7963
100001,2021-11-29,192.9113
100001,2021-11-30,191.2195
100001,2021-12-01,194.9759
100001,2021-12-02,191.9904
100001,2021-12-03,191.1778
100001,2021-12-06,191.1933
100001,2021-12-07,195.6464
100001,2021-12-08,193.4901
100001,2021-12-09,193.289
100001,2021-12-10,189.9856
100001,2021-12-13,197.3742
100001,2021-12-14,200.2031
100001,2021-12-15,201.2246
100001,2021-12-16,206.7201
100001,2021-12-17,204.0024
100001,2021-12-20,210.2794
100001,2021-12-21,210.7387
100001,2021-12-22,210.9607
100001,2021-12-23,205.4877
100001,2021-12-24,199.5297
100001,2021-12-27,199.2157
100001,2021-12-28,203.5253
100001,2021-12-29,204.0422
100001,2021-12-30,202.479
100001,2021-12-31,204.6629
100001,2022-01-03,206.7462
100001,2022-01-04,205.8038
100001,2022-01-05,206.4832
100001,2022-01-06,210.111
100001,2022-01-07,208.7059
100001,2022-01-10,208.0087
100001,2022-01-11,206.3516
100001,2022-01-12,208.9912
100001,2022-01-13,207.5488
100001,2022-01-14,212.4465
100001,2022-01-17,222.0495
100001,2022-01-18,216.0235
100001,2022-01-19,219.4862
100001,2022-01-20,221.4288
100001,2022-01-21,217.8522
100001,2022-01-24,226.6394
100001,2022-01-25,227.9049
100001,2022-01-26,222.3732
100001,2022-01-27,223.1144
100001,2022-01-28,217.4416
100001,2022-01-31,222.7203
100001,2022-02-01,221.6032
100001,2022-02-02,229.5
100001,2022-02-03,232.6217
100001,2022-02-04,233.1689
100001,2022-02-07,232.3975
100001,2022-02-08,230.7091
100001,2022-02-09,231.4787
100001,2022-02-10,231.2224
100001,2022-02-11,240.0686
100001,2022-02-14,236.8053
100001,2022-02-15,237.0095
100001,2022-02-16,239.7102
100001,2022-02-17,230.9223
100001,2022-02-18,235.5405
100001,2022-02-21,235.8872
100001,2022-02-22,237.4678
100001,2022-02-23,228.1928
100001,2022-02-24,224.6993
100001,2022-02-25,230.4901
100001,2022-02-28,229.9361
100001,2022-03-01,231.7756
100001,2022-03-02,228.5185
100001,2022-03-03,226.837
100001,2022-03-04,227.2391
100001,2022-03-07,228.3727
100001,2022-03-08,232.3837
100001,2022-03-09,236.9373
100001,2022-03-10,236.2197
100001,2022-03-11,235.2482
100001,2022-03-14,237.9365
100001,2022-03-15,247.2378
100001,2022-03-16,246.3736
100001,2022-03-17,242.9947
100001,2022-03-18,246.165
100001,2022-03-21,244.7441
100001,2022-03-22,245.9985
100001,2022-03-23,242.0228
100001,2022-03-24,243.826
100001,2022-03-25,240.664
100001,2022-03-28,244.0401
100001,2022-03-29,242.1316
100001,2022-03-30,237.0635
100001,2022-03-31,240.1676
100001,2022-04-01,231.0002
100001,2022-04-04,228.724
100001,2022-04-05,233.1913
100001,2022-04-06,232.9438
100001,2022-04-07,234.3726
100001,2022-04-08,239.8277
100001,2022-04-11,243.4504
100001,2022-04-12,247.0894
100001,2022-04-13,246.4616
100001,2022-04-14,250.8733
100001,2022-04-15,251.5681
100001,2022-04-18,254.0658
100001,2022-04-19,252.6831
100001,2022-04-20,251.9766
100001,2022-04-21,250.3443
100001,2022-04-22,253.44
100001,2022-04-25,254.6276
100001,2022-04-26,244.0505
100001,2022-04-27,247.0851
100001,2022-04-28,249.6966
100001,2022-04-29,249.6663
100001,2022-05-02,249.5841
100001,2022-05-03,251.0361
100001,2022-05-04,256.8689
100001,2022-05-05,251.5134
100001,2022-05-06,257.0196
100001,2022-05-09,249.994
100001,2022-05-10,246.1697
100001,2022-05-11,247.7605
100001,2022-05-12,256.6511
100001,2022-05-13,260.8214
100001,2022-05-16,263.3882
100001,2022-05-17,263.7903
100001,2022-05-18,261.474
100001,2022-05-19,267.9033
100001,2022-05-20,267.8798
100001,2022-05-23,269.0607
100001,2022-05-24,270.7407
100001,2022-05-25,274.3215
100001,2022-05-26,279.3196
100001,2022-05-27,280.5006
100001,2022-05-30,275.1179
100001,2022-05-31,276.8389
100001,2022-06-01,279.3935
100001,2022-06-02,271.7608
100001,2022-06-03,270.874
100001,2022-06-06,268.0479
100001,2022-06-07,264.0954
100001,2022-06-08,274.7137
100001,2022-06-09,284.137
100001,2022-06-10,283.1516
100001,2022-06-13,280.9915
100001,2022-06-14,276.1468
100001,2022-06-15,273.4285
100001,2022-06-16,278.8125
100001,2022-06-17,279.679
100001,2022-06-20,281.5695
100001,2022-06-21,278.7932
100001,2022-06-22,285.2546
100001,2022-06-23,282.3502
100001,2022-06-24,279.3412
100001,2022-06-27,275.0957
100001,2022-06-28,278.9295
100001,2022-06-29,279.2145
100001,2022-06-30,275.5976
100001,2022-07-01,278.6156
100001,2022-07-04,277.7256
100001,2022-07-05,270.8847
100001,2022-07-06,273.9919
100001,2022-07-07,273.5328
100001,2022-07-08,271.3289
100001,2022-07-11,278.4496
100001,2022-07-12,282.014
100001,2022-07-13,280.7071
100001,2022-07-14,279.3027
100001,2022-07-15,279.2378
100001,2022-07-18,277.6724
100001,2022-07-19,275.345
100001,2022-07-20,278.3314
100001,2022-07-21,277.4294
100001,2022-07-22,259.4489
100001,2022-07-25,256.6188
100001,2022-07-26,260.4744
100001,2022-07-27,261.8822
100001,2022-07-28,264.3613
100001,2022-07-29,270.5954
100001,2022-08-01,268.4
100001,2022-08-02,259.4604
100001,2022-08-03,256.4696
100001,2022-08-04,256.199
100001,2022-08-05,252.483
100001,2022-08-08,263.6141
100001,2022-08-09,260.3901
100001,2022-08-10,257.609
100001,2022-08-11,248.5645
100001,2022-08-12,249.3932
100001,2022-08-15,240.9847
100001,2022-08-16,239.9583
100001,2022-08-17,242.4229
100001,2022-08-18,239.399
100001,2022-08-19,245.7989
100001,2022-08-22,255.4124
100001,2022-08-23,246.0977
100001,2022-08-24,237.8402
100001,2022-08-25,235.1599
100001,2022-08-26,235.7416
100001,2022-08-29,233.1927
100001,2022-08-30,228.1637
100001,2022-08-31,230.8361
100001,2022-09-01,228.1354
100001,2022-09-02,229.0634
100001,2022-09-05,227.077
100001,2022-09-06,229.2479
100001,2022-09-07,231.0426
100001,2022-09-08,230.8721
100001,2022-09-09,231.8248
100001,2022-09-12,227.9638
100001,2022-09-13,234.8559
100001,2022-09-14,236.5342
100001,2022-09-15,236.5565
100001,2022-09-16,239.7885
100001,2022-09-19,241.2535
100001,2022-09-20,236.7393
100001,2022-09-21,243.7388
100001,2022-09-22,240.0923
100001,2022-09-23,231.1318
100001,2022-09-26,235.4655
100001,2022-09-27,234.9881
100001,2022-09-28,230.5187
100001,2022-09-29,230.5167
100001,2022-09-30,232.6968
100001,2022-10-03,235.0947
100001,2022-10-04,232.3909
100001,2022-10-05,231.8137
100001,2022-10-06,230.8924
100001,2022-10-07,232.8894
100001,2022-10-10,229.2141
100001,2022-10-11,221.524
100001,2022-10-12,221.0139
100001,2022-10-13,218.147
100001,2022-10-14,218.5988
100001,2022-10-17,223.3907
100001,2022-10-18,223.5538
100001,2022-10-19,219.3866
100001,2022-10-20,218.5809
100001,2022-10-21,221.4297
100001,2022-10-24,221.5394
100001,2022-10-25,230.3498
100001,2022-10-26,232.2926
100001,2022-10-27,233.9305
100001,2022-10-28,232.7776
100001,2022-10-31,232.4151
100001,2022-11-01,229.9506
100001,2022-11-02,227.1543
100001,2022-11-03,226.5672
100001,2022-11-04,224.7733
100001,2022-11-07,224.3097
100001,2022-11-08,222.1525
100001,2022-11-09,222.4506
100001,2022-11-10,219.7762
100001,2022-11-11,218.6597
100001,2022-11-14,226.5759
100001,2022-11-15,221.7495
100001,2022-11-16,222.1065
100001,2022-11-17,218.3147
100001,2022-11-18,214.6823
100001,2022-11-21,213.0032
100001,2022-11-22,213.8358
100001,2022-11-23,209.0899
100001,2022-11-24,206.6361
100001,2022-11-25,210.9523
100001,2022-11-28,207.1634
100001,2022-11-29,204.8892
100001,2022-11-30,208.3792
100001,2022-12-01,215.085
100001,2022-12-02,219.2068
100001,2022-12-05,221.9037
100001,2022-12-06,220.3028
100001,2022-12-07,222.8905
100001,2022-12-08,216.9152
100001,2022-12-09,217.5341
100001,2022-12-12,216.1472
100001,2022-12-13,216.9007
100001,2022-12-14,219.8288
100001,2022-12-15,220.4226
100001,2022-12-16,213.8877
100001,2022-12-19,215.9045
100001,2022-12-20,213.1919
100001,2022-12-21,218.5498
100001,2022-12-22,219.546
100001,2022-12-23,223.2066
100001,2022-12-26,222.5741
100001,2022-12-27,215.7798
100001,2022-12-28,216.7092
100001,2022-12-29,213.5684
100001,2022-12-30,211.0814
100001,2023-01-02,211.9422
100001,2023-01-03,210.675
100001,2023-01-04,214.6343
100001,2023-01-05,216.4392
100001,2023-01-06,215.1725
100001,2023-01-09,214.2344
100001,2023-01-10,212.5717
100001,2023-01-11,208.9414
100001,2023-01-12,210.4407
100001,2023-01-13,207.242
100001,2023-01-16,206.0855
100001,2023-01-17,205.0625
100001,2023-01-18,210.9232
100001,2023-01-19,211.6192
100001,2023-01-20,211.0154
100001,2023-01-23,211.2532
100001,2023-01-24,208.9408
100001,2023-01-25,203.3202
100001,2023-01-26,202.8816
100001,2023-01-27,205.19
100001,2023-01-30,204.1102
100001,2023-01-31,205.1802
100001,2023-02-01,205.204
100001,2023-02-02,207.4979
100001,2023-02-03,204.6489
100001,2023-02-06,204.8205
100001,2023-02-07,207.2619
100001,2023-02-08,204.958
100001,2023-02-09,207.554
100001,2023-02-10,212.8983
100001,2023-02-13,214.3055
100001,2023-02-14,208.1943
100001,2023-02-15,210.1486
100001,2023-02-16,210.7493
100001,2023-02-17,212.2291
100001,2023-02-20,213.845
100001,2023-02-21,216.2185
100001,2023-02-22,212.2701
100001,2023-02-23,209.8207
100001,2023-02-24,212.5573
100001,2023-02-27,215.6365
100001,2023-02-28,216.4631
100001,2023-03-01,218.5868
100001,2023-03-02,225.1548
100001,2023-03-03,226.6301
100001,2023-03-06,225.134
100001,2023-03-07,225.1191
100001,2023-03-08,223.3043
100001,2023-03-09,220.9386
100001,2023-03-10,217.6298
100001,2023-03-13,227.6969
100001,2023-03-14,230.9058
100001,2023-03-15,234.1725
100001,2023-03-16,235.6363
100001,2023-03-17,236.8067
100001,2023-03-20,242.4382
100001,2023-03-21,243.5479
100001,2023-03-22,243.0211
100001,2023-03-23,244.1948
100001,2023-03-24,247.1996
100001,2023-03-27,245.2576
100001,2023-03-28,245.9841
100001,2023-03-29,236.4908
100001,2023-03-30,239.9407
100001,2023-03-31,248.1707
100001,2023-04-03,255.2919
100001,2023-04-04,249.7131
100001,2023-04-05,248.6656
100001,2023-04-06,251.4412
100001,2023-04-07,247.7506
100001,2023-04-10,249.2047
100001,2023-04-11,248.1982
100001,2023-04-12,249.826
100001,2023-04-13,253.3222
100001,2023-04-14,250.5139
100001,2023-04-17,255.6317
100001,2023-04-18,254.5116
100001,2023-04-19,252.8908
100001,2023-04-20,256.0427
100001,2023-04-21,254.1517
100001,2023-04-24,250.6532
100001,2023-04-25,250.5756
100001,2023-04-26,252.9248
100001,2023-04-27,251.1897
100001,2023-04-28,254.3591
100001,2023-05-01,251.5388
100001,2023-05-02,252.6404
100001,2023-05-03,255.2477
100001,2023-05-04,256.7099
100001,2023-05-05,262.4756
100001,2023-05-08,263.1983
100001,2023-05-09,265.1017
100001,2023-05-10,256.0836
100001,2023-05-11,242.4106
100001,2023-05-12,238.1332
100001,2023-05-15,239.4055
100001,2023-05-16,234.3036
100001,2023-05-17,232.6638
100001,2023-05-18,233.6422
100001,2023-05-19,227.3468
100001,2023-05-22,227.5045
100001,2023-05-23,232.8714
100001,2023-05-24,235.818
100001,2023-05-25,236.134
100001,2023-05-26,233.6983
100001,2023-05-29,232.5001
100001,2023-05-30,231.4438
100001,2023-05-31,232.3642
100001,2023-06-01,237.9644
100001,2023-06-02,239.4053
100001,2023-06-05,238.2499
100001,2023-06-06,237.887
100001,2023-06-07,246.5382
100001,2023-06-08,250.0061
100001,2023-06-09,245.7224
100001,2023-06-12,244.5613
100001,2023-06-13,241.7891
100001,2023-06-14,237.159
100001,2023-06-15,236.158
100001,2023-06-16,242.1229
100001,2023-06-19,238.3662
100001,2023-06-20,242.8373
100001,2023-06-21,238.6782
100001,2023-06-22,238.9501
100001,2023-06-23,236.5584
100001,2023-06-26,229.073
100001,2023-06-27,230.7941
100001,2023-06-28,225.9543
100001,2023-06-29,228.0806
100001,2023-06-30,234.9872
100001,2023-07-03,230.3115
100001,2023-07-04,235.8065
100001,2023-07-05,232.3135
100001,2023-07-06,234.6708
100001,2023-07-07,230.0534
100001,2023-07-10,227.1208
100001,2023-07-11,224.7014
100001,2023-07-12,227.2988
100001,2023-07-13,229.7172
100001,2023-07-14,229.6426
100001,2023-07-17,233.2207
100001,2023-07-18,240.0196
100001,2023-07-19,243.9268
100001,2023-07-20,242.5794
100001,2023-07-21,240.5418
100001,2023-07-24,238.3266
100001,2023-07-25,234.3686
100001,2023-07-26,230.281
100001,2023-07-27,225.0781
100001,2023-07-28,225.4392
100001,2023-07-31,222.468
100001,2023-08-01,224.5469
100001,2023-08-02,226.1146
100001,2023-08-03,226.7227
100001,2023-08-04,231.9877
100001,2023-08-07,232.7424
100001,2023-08-08,235.7094
100001,2023-08-09,235.1546
100001,2023-08-10,238.0756
100001,2023-08-11,241.9295
100001,2023-08-14,235.154
100001,2023-08-15,234.7673
100001,2023-08-16,234.8655
100001,2023-08-17,227.2768
100001,2023-08-18,231.4491
100001,2023-08-21,233.9566
100001,2023-08-22,229.973
100001,2023-08-23,236.0839
100001,2023-08-24,231.9511
100001,2023-08-25,234.0111
100001,2023-08-28,234.4626
100001,2023-08-29,238.2684
100001,2023-08-30,237.8535
100001,2023-08-31,233.2978
100001,2023-09-01,232.21
100001,2023-09-04,228.6691
100001,2023-09-05,226.6901
100001,2023-09-06,229.2811
100001,2023-09-07,227.4941
100001,2023-09-08,224.7436
100001,2023-09-11,226.4386
100001,2023-09-12,227.9879
100001,2023-09-13,229.2421
100001,2023-09-14,224.54
100001,2023-09-15,226.6528
100001,2023-09-18,230.445
100001,2023-09-19,227.1688
100001,2023-09-20,222.7475
100001,2023-09-21,217.0997
100001,2023-09-22,215.2632
100001,2023-09-25,217.1115
100001,2023-09-26,215.6489
100001,2023-09-27,218.786
100001,2023-09-28,215.237
100001,2023-09-29,216.2527
100001,2023-10-02,213.5615
100001,2023-10-03,212.2754
100001,2023-10-04,210.7305
100001,2023-10-05,209.3481
100001,2023-10-06,213.6205
100001,2023-10-09,219.3451
100001,2023-10-10,224.2322
100001,2023-10-11,231.1233
100001,2023-10-12,230.651
100001,2023-10-13,237.2916
100001,2023-10-16,239.8484
100001,2023-10-17,235.0799
100001,2023-10-18,237.9972
100001,2023-10-19,238.923
100001,2023-10-20,239.1417
100001,2023-10-23,240.3991
100001,2023-10-24,243.6144
100001,2023-10-25,241.6334
100001,2023-10-26,240.7863
100001,2023-10-27,246.78
100001,2023-10-30,244.1975
100001,2023-10-31,247.6348
100001,2023-11-01,244.5826
100001,2023-11-02,249.4268
100001,2023-11-03,245.5266
100001,2023-11-06,244.7575
100001,2023-11-07,245.8416
100001,2023-11-08,237.6656
100001,2023-11-09,234.0972
100001,2023-11-10,237.7905
100001,2023-11-13,240.5979
100001,2023-11-14,243.9741
100001,2023-11-15,239.2653
100001,2023-11-16,241.2022
100001,2023-11-17,241.3543
100001,2023-11-20,243.8767
100001,2023-11-21,250.7342
100001,2023-11-22,250.8388
100001,2023-11-23,253.1215
100001,2023-11-24,247.2635
100001,2023-11-27,252.3176
100001,2023-11-28,253.7235
100001,2023-11-29,246.6845
100001,2023-11-30,243.4144
100001,2023-12-01,238.7328
100001,2023-12-04,247.7022
100001,2023-12-05,246.332
100001,2023-12-06,246.6115
100001,2023-12-07,244.4455
100001,2023-12-08,238.6058
100001,2023-12-11,228.8794
100001,2023-12-12,228.4961
100001,2023-12-13,230.623
100001,2023-12-14,230.5227
100001,2023-12-15,225.9015
100001,2023-12-18,223.4805
100001,2023-12-19,226.5049
100001,2023-12-20,223.5627
100001,2023-12-21,228.1656
100001,2023-12-22,232.0978
100001,2023-12-25,226.4647
100001,2023-12-26,228.5734
100001,2023-12-27,229.5543
100001,2023-12-28,227.5857
100001,2023-12-29,229.5783
100001,2024-01-01,229.6793
100001,2024-01-02,229.8466
100001,2024-01-03,229.7944
100001,2024-01-04,233.0526
100001,2024-01-05,231.8921
100001,2024-01-08,232.9753
100001,2024-01-09,234.7393
100001,2024-01-10,234.3446
100001,2024-01-11,235.4079
100001,2024-01-12,232.065
100001,2024-01-15,229.3246
100001,2024-01-16,238.5568
100001,2024-01-17,241.889
100001,2024-01-18,243.3753
100001,2024-01-19,246.4391
100001,2024-01-22,242.2469
100001,2024-01-23,243.8164
100001,2024-01-24,248.4813
100001,2024-01-25,248.142
100001,2024-01-26,247.3185
100001,2024-01-29,247.7809
100001,2024-01-30,238.0018
100001,2024-01-31,235.271
100001,2024-02-01,235.5103
100001,2024-02-02,229.9787
100001,2024-02-05,228.1072
100001,2024-02-06,223.0672
100001,2024-02-07,223.2581
100001,2024-02-08,227.702
100001,2024-02-09,220.8705
100001,2024-02-12,216.6402
100001,2024-02-13,223.4681
100001,2024-02-14,221.9273
100001,2024-02-15,224.0016
100001,2024-02-16,218.3365
100001,2024-02-19,215.2548
100001,2024-02-20,220.1563
100001,2024-02-21,218.3658
100001,2024-02-22,213.9688
100001,2024-02-23,219.2551
100001,2024-02-26,224.6345
100001,2024-02-27,220.5391
100001,2024-02-28,223.7798
100001,2024-02-29,225.9082
100001,2024-03-01,226.2061
100001,2024-03-04,225.2397
100001,2024-03-05,232.0461
100001,2024-03-06,231.1292
100001,2024-03-07,233.3484
100001,2024-03-08,230.9124
100001,2024-03-11,226.805
100001,2024-03-12,218.6373
100001,2024-03-13,219.506
100001,2024-03-14,224.5803
100001,2024-03-15,223.4503
100001,2024-03-18,219.0644
100001,2024-03-19,220.4739
100001,2024-03-20,224.3906
100001,2024-03-21,219.3332
100001,2024-03-22,218.7319
100001,2024-03-25,219.9004
100001,2024-03-26,221.6015
100001,2024-03-27,221.1698
100001,2024-03-28,231.5991
100001,2024-03-29,227.6735
100001,2024-04-01,231.4264
100001,2024-04-02,230.0414
100001,2024-04-03,235.1097
100001,2024-04-04,236.8687
100001,2024-04-05,240.4507
100001,2024-04-08,237.5407
100001,2024-04-09,236.5368
100001,2024-04-10,235.1985
100001,2024-04-11,236.4619
100001,2024-04-12,232.3418
100001,2024-04-15,232.5687
100001,2024-04-16,232.7689
100001,2024-04-17,220.1699
100001,2024-04-18,221.0986
100001,2024-04-19,220.1506
100001,2024-04-22,219.0477
100001,2024-04-23,213.0275
100001,2024-04-24,214.5036
100001,2024-04-25,214.1641
100001,2024-04-26,209.0509
100001,2024-04-29,209.5322
100001,2024-04-30,213.5205
100001,2024-05-01,212.9459
100001,2024-05-02,209.5095
100001,2024-05-03,209.85
100001,2024-05-06,209.9632
100001,2024-05-07,209.213
100001,2024-05-08,217.1545
100001,2024-05-09,221.0454
100001,2024-05-10,226.3219
100001,2024-05-13,224.4943
100001,2024-05-14,218.4731
100001,2024-05-15,218.1714
100001,2024-05-16,223.7634
100001,2024-05-17,218.8272
100001,2024-05-20,223.232
100001,2024-05-21,229.4121
100001,2024-05-22,227.5231
100001,2024-05-23,226.3211
100001,2024-05-24,226.2494
100001,2024-05-27,225.521
100001,2024-05-28,225.2461
100001,2024-05-29,229.4918
100001,2024-05-30,226.9044
100001,2024-05-31,230.2458
100001,2024-06-03,228.218
100001,2024-06-04,226.7727
100001,2024-06-05,221.4956
100001,2024-06-06,221.8527
100001,2024-06-07,221.4238
100001,2024-06-10,221.3162
100001,2024-06-11,224.3375
100001,2024-06-12,216.4293
100001,2024-06-13,211.8393
100001,2024-06-14,213.0976
100001,2024-06-17,215.2887
100001,2024-06-18,212.6542
100001,2024-06-19,210.1652
100001,2024-06-20,213.7834
100001,2024-06-21,209.5223
100001,2024-06-24,206.4727
100001,2024-06-25,204.314
100001,2024-06-26,199.7713
100001,2024-06-27,197.9118
100001,2024-06-28,195.0562
100001,2024-07-01,197.3624
100001,2024-07-02,198.4834
100001,2024-07-03,201.7879
100001,2024-07-04,197.4967
100001,2024-07-05,202.6823
100001,2024-07-08,203.4388
100001,2024-07-09,203.3654
100001,2024-07-10,208.3127
100001,2024-07-11,210.1821
100001,2024-07-12,210.0793
100001,2024-07-15,209.2896
100001,2024-07-16,205.1832
100001,2024-07-17,208.1904
100001,2024-07-18,205.6802
100001,2024-07-19,205.2891
100001,2024-07-22,208.2675
100001,2024-07-23,209.6265
100001,2024-07-24,218.589
100001,2024-07-25,221.7291
100001,2024-07-26,221.8962
100001,2024-07-29,228.1749
100001,2024-07-30,221.4797
100001,2024-07-31,220.0061
100001,2024-08-01,223.2767
100001,2024-08-02,222.2905
100001,2024-08-05,217.1218
100001,2024-08-06,220.8428
